003722,Indian Jewelry,Noise-Rock;Psych-Rock,Swans,Live at WFMU on Liz B's Show on 7/7/2008,2008,-95.3693896
003724,Indian Jewelry,Noise-Rock;Psych-Rock,Temporary Famine Ship,Live at WFMU on Liz B's Show on 7/7/2008,2008,-95.3693896
003725,Indian Jewelry,Noise-Rock;Psych-Rock,West Alabama,Live at WFMU on Liz B's Show on 7/7/2008,2008,-95.3693896
003761,Kinski,Rock;Post-Rock,Improv,Live at WFMU on Brian Turner's Show on 4/22/2003,2008,-122.3320708
003762,Kinski,Rock;Post-Rock,Snowy Parts of Scandinavia,Live at WFMU on Brian Turner's Show on 4/22/2003,2008,-122.3320708
003763,Kinski,Rock;Post-Rock,Shelley Winters Overdrive,Live at WFMU on Brian Turner's Show on 4/22/2003,2008,-122.3320708
003765,Kinski,Rock;Post-Rock,Waves of Second Guessing,Live at WFMU on Brian Turner's Show on 4/22/2003,2008,-122.3320708
003766,Kinski,Rock;Post-Rock,Rhode Island Freakout,Live at WFMU on Brian Turner's Show on 4/22/2003,2008,-122.3320708
003775,La Troba Kung-Fu,Latin America;Polka,Cumbia Infierno,Live at WFMU on Rob Weisberg's Show on 10/18/2008,2008,2.07575
003776,La Troba Kung-Fu,Latin America;Polka,La Canco de Lladre,Live at WFMU on Rob Weisberg's Show on 10/18/2008,2008,2.07575
003777,La Troba Kung-Fu,Latin America;Polka,Volant,Live at WFMU on Rob Weisberg's Show on 10/18/2008,2008,2.07575
003778,La Troba Kung-Fu,Latin America;Polka,Calor Calor,Live at WFMU on Rob Weisberg's Show on 10/18/2008,2008,2.07575
003779,La Troba Kung-Fu,Latin America;Polka,Rock Rumba,Live at WFMU on Rob Weisberg's Show on 10/18/2008,2008,2.07575
003832,Lior,Folk,Bedoin Song,Live at WFMU on Irene Trudel's show 10/27/2008,2009,0.0
003833,Lightning Bolt,Rock,Track 01,Live at WFMU on Brian Turner's Show on 2/27/2001,2008,-71.4128343
003840,Lightning Bolt,Rock,Track 08,Live at WFMU on Brian Turner's Show on 2/27/2001,2008,-71.4128343
003880,Mary Halvorson and Jessica Pavone,Folk,Crawling,Live at WFMU on Bethany's Show on 9/10/2006,2008,-73.990364
003895,MetroFolk,Balkan,Invitita and de Cingheri from Transylvania,MetroFolk Live at Barbes on Rob Weisberg's Show 5/17/2008,2008,-73.95
003896,MetroFolk,Balkan,Gypsy Csardas and Men's Dances from Kalotaszeg,MetroFolk Live at Barbes on Rob Weisberg's Show 5/17/2008,2008,-73.95
003904,Michael Chapman,Folk,Sometimes,Live at WFMU on Hatch's Show on 12/12/2005,2008,0.0
003905,Michael Chapman,Folk,Twisted Road,Live at WFMU on Irene Trudel's Show on 10/13/2008,2008,0.0
003906,Michael Chapman,Folk,Sometimes,Live at WFMU on Irene Trudel's Show on 10/13/2008,2008,0.0
003908,Michael Chapman,Folk,Caddo Lake,Live at WFMU on Irene Trudel's Show on 10/13/2008,2008,0.0
003909,Michael Chapman,Folk,Dewbury Road / That Time of Night,Live at WFMU on Irene Trudel's Show on 10/13/2008,2008,0.0
003910,Michael Chapman,Folk,Kodak Ghosts,Live at WFMU on Hatch's Show on 12/12/2005,2008,0.0
003911,Michael Chapman,Folk,Dust Devils,Live at WFMU on Irene Trudel's Show on 10/13/2008,2008,0.0
003912,Michael Chapman,Folk,Fahey's Flag,Live at WFMU on Hatch's Show on 12/12/2005,2008,0.0
003913,Michael Chapman,Folk,Memhpis in Winter,Live at WFMU on Hatch's Show on 12/12/2005,2008,0.0
003920,Michael Holt,Folk,Fragrant Rota,Live at WFMU on Irene Trudel's Show on 9/10/2007,2008,-79.3831843
003921,Michael Holt,Folk,Hiawatha's Lullaby,Live at WFMU on Irene Trudel's Show on 9/10/2007,2008,-79.3831843
003950,Miss Derringer,Rock;Garage,Click Click Bang Bang,Live at WFMU of Joe Belock's Show 6/19/2008,2009,-118.2436849
004013,Nalle,Folk,Ravens,Live at WFMU on Irene Trudel's Show on 3/31/2008,2008,-4.251806
004017,Nalle,Folk,New Roots,Live at WFMU on Irene Trudel's Show on 3/31/2008,2008,-4.251806
004022,Negative Approach,Hardcore,Can't Tell No One,Live at WFMU on Brian Turner's Show on 5/27/2008,2008,-83.0457538
004037,Neil Halstead,Singer-Songwriter,Oh! Mighty Engine,Live at WFMU on Irene Trudel's Show 11/10/08,2009,0.0
004066,Peter Walker,Psych-Folk,Soleade,Live at WFMU on Irene Trudel's Show on 6/9/2008,2008,0.0
004067,Peter Walker,Psych-Folk,Por Rosa,Live at WFMU on Irene Trudel's Show on 6/9/2008,2008,0.0
004068,Peter Walker,Psych-Folk,Alegrias Variation,Live at WFMU on Irene Trudel's Show on 6/9/2008,2008,0.0
004069,Peter Walker,Psych-Folk,Tune on Karen Dalton's Guitar,Live at WFMU on Irene Trudel's Show on 6/9/2008,2008,0.0
004070,Pistolera,Latin America,Nuevos Ojos,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004071,Pistolera,Latin America,Mentirosas,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004072,Pistolera,Latin America,Tatuaje,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004073,Pistolera,Latin America,Policia,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004074,Pistolera,Latin America,Vieja,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004075,Pistolera,Latin America,Un Momento,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004076,Pistolera,Latin America,No te Olvidare,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004077,Pistolera,Latin America,Algo Pa que te Olvides,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004078,Pistolera,Latin America,No Suspires,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004079,Pistolera,Latin America,Extranjero,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004080,Pistolera,Latin America,Cazador,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004091,Polka Madre,Polka;Balkan;Europe,1864,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
004092,Polka Madre,Polka;Balkan;Europe,Nina Olga Vodka,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
004093,Polka Madre,Polka;Balkan;Europe,Amsterdam,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
004094,Polka Madre,Polka;Balkan;Europe,Vida Propia,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
004095,Polka Madre,Polka;Balkan;Europe,Funeral Brahms,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
004096,Polka Madre,Polka;Balkan;Europe,La Fin Du Monde,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
004097,Polka Madre,Polka;Balkan;Europe,Clammy Hands,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
004098,Polka Madre,Polka;Balkan;Europe,Russo Trap,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
004099,Polka Madre,Polka;Balkan;Europe,Stalin's Head,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
004100,Polka Madre,Polka;Balkan;Europe,Gitanas Mojadas,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
004101,Polka Madre,Polka;Balkan;Europe,Karjalainen Tanssi,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
004102,Polka Madre,Polka;Balkan;Europe,Herasinkuoleena,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
004103,Polka Madre,Polka;Balkan;Europe,Circo Del Siglo,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
004108,Psychedelic Horseshit,Rock,New Wave Hippies,Live at WFMU on Brian Turner's Show on 12/18/2007,2008,-83.002984
004232,The Sounds of Taraab,African;Middle East,Bowmazan Ya Mahaba  Bi Kidude song ,Live at WFMU on Rob Weisberg's Show on 4/7/2007,2008,-74.007124
004233,The Sounds of Taraab,African;Middle East,Interview,Live at WFMU on Rob Weisberg's Show on 4/7/2007,2008,-74.007124
004234,The Sounds of Taraab,African;Middle East,Mapenzi Matamu,Live at WFMU on Rob Weisberg's Show on 4/7/2007,2008,-74.007124
004235,The Sounds of Taraab,African;Middle East,Kanilemaza  Ikhwani Safaa,Live at WFMU on Rob Weisberg's Show on 4/7/2007,2008,-74.007124
004236,The Sounds of Taraab,African;Middle East,Enyi Wana Damu  Sharmila and Black Star Orchestra,Live at WFMU on Rob Weisberg's Show on 4/7/2007,2008,-74.007124
004239,The Sounds of Taraab,African;Middle East,Shishituki,Live at WFMU on Rob Weisberg's Show on 4/7/2007,2008,-74.007124
004450,Twi the Humble Feather,Folk,Adventures of Castle One,Live at WFMU on Bethany Ryker's Show on 10/5/2008,2008,-73.9271644
004507,Yan Yalego,French,Mon Amant de St. Jean,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004508,Yan Yalego,French,Five Foot Two,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004509,Yan Yalego,French,Haricots,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004510,Yan Yalego,French,no title,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004511,Yan Yalego,French,Petit 'n Mwen,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
004519,High Places,Electronic,Golden,Live at WFMU on Marty McSorely's Show on 10/28/2008,2008,-118.2436849
004520,High Places,Electronic,From Stardust to Sentience,Live at WFMU on Marty McSorely's Show on 10/28/2008,2008,-118.2436849
004521,High Places,Electronic,Namer,Live at WFMU on Marty McSorely's Show on 10/28/2008,2008,-118.2436849
004522,High Places,Electronic,Oceanus,Live at WFMU on Marty McSorely's Show on 10/28/2008,2008,-118.2436849
004682,Dälek,Hip-Hop,Asylum (Permanent Underclass),Live at WFMU on Mike's Show on 9/25/2004,2008,-77.0952516
004684,Dälek,Hip-Hop,Eyes to Form Shadows,Live at WFMU on Mike's Show on 9/25/2004,2008,-77.0952516
004685,Dälek,Hip-Hop,Ever Somber,Live at WFMU on Mike's Show on 9/25/2004,2008,-77.0952516
004688,Dälek,Hip-Hop,Culture for Dollars,Live at WFMU on Mike's Show on 9/25/2004,2008,-77.0952516
004777,Half Japanese,Rock,Firecracker,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
004778,Half Japanese,Rock,Too Much Fun,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
004779,Half Japanese,Rock,Secret Admirer,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
004780,Half Japanese,Rock,Too Much Adrenaline,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
004781,Half Japanese,Rock,No Big Deal,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
004782,Half Japanese,Rock,Thing With a Hook,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
004784,Half Japanese,Rock,Rosemary's Baby,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
004785,Half Japanese,Rock,I Know How It Feels...Bad,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
004786,Half Japanese,Rock,1;000;000 Kisses,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
004787,Half Japanese,Rock,Nicole Told Me,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
004788,Half Japanese,Rock,Fire To Burn,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
004799,Harvey Milk,Rock,I've Got a Love,Harvey Milk Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,-83.3833333
004835,Peelander-Z,Rock,Steak,Live at WFMU on The Cherry Blossom Clinic 6/21/2002,2008,138.252924
004836,Peelander-Z,Rock,Panda Punk Tongue,Live at WFMU on The Cherry Blossom Clinic 6/21/2002,2008,138.252924
004838,Peelander-Z,Rock,Punk Rock,Live at WFMU on The Cherry Blossom Clinic 6/21/2002,2008,138.252924
004846,Mamak Khadem,Middle East,Bistoon,Live at WFMU on Rob Weisberg's Show on 10/4/2008,2008,-118.2436849
004848,Mamak Khadem,Middle East,(introduction),Live at WFMU on Rob Weisberg's Show on 10/4/2008,2008,-118.2436849
004849,Mamak Khadem,Middle East,Avareh,Live at WFMU on Rob Weisberg's Show on 10/4/2008,2008,-118.2436849
005006,New Bomb Turks,Punk;Garage,So Long; Silver Lining,Live at WFMU on Mike L's Show on 11/10/2002,2008,-82.9987942
005156,Peter Biedermann,Folk,Circles,Live at WFMU 5/5/08 on Irene Trudel's show,2009,-74.0059731
005157,Peter Biedermann,Folk,Copenhagen,Live at WFMU 5/5/08 on Irene Trudel's show,2009,-74.0059731
005158,Peter Biedermann,Folk,Running,Live at WFMU 5/5/08 on Irene Trudel's show,2009,-74.0059731
005159,Peter Biedermann,Folk,Christiania,Live at WFMU 5/5/08 on Irene Trudel's show,2009,-74.0059731
005169,Peter Biedermann,Folk,The Uncommon Man,Live at WFMU 5/5/08 on Irene Trudel's show,2009,-74.0059731
005170,Peter Biedermann,Folk,Labyrinth,Live at WFMU 5/5/08 on Irene Trudel's show,2009,-74.0059731
005171,Peter Biedermann,Folk,Cover Up,Live at WFMU 5/5/08 on Irene Trudel's show,2009,-74.0059731
